TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
PHX,PHX vs. MIN,1/28/2022,W,48,134,43,84,51.2,20,39,51.3,28,37,75.7,10,39,49,36,12,4,2,22,10
DET,DET @ ORL,1/28/2022,L,48,103,32,87,36.8,10,29,34.5,29,37,78.4,14,27,41,23,10,10,9,24,-16
IND,IND @ OKC,1/28/2022,W,53,113,41,95,43.2,13,39,33.3,18,29,62.1,19,41,60,25,21,7,6,20,3
NYK,NYK @ MIL,1/28/2022,L,48,108,39,84,46.4,14,40,35,16,28,57.1,11,34,45,21,14,6,4,23,-15
IND,IND @ DAL,1/29/2022,L,48,105,40,91,44,9,33,27.3,16,23,69.6,10,37,47,25,11,1,7,21,-27
NOP,NOP vs. BOS,1/29/2022,L,48,97,36,82,43.9,8,32,25,17,23,73.9,9,31,40,22,15,8,0,14,-10
TOR,TOR @ MIA,1/29/2022,W,63,124,47,107,43.9,16,45,35.6,14,18,77.8,12,41,53,24,17,15,9,22,4
GSW,GSW vs. BKN,1/29/2022,W,48,110,40,98,40.8,14,45,31.1,16,18,88.9,16,39,55,24,12,8,8,23,4
PHI,PHI vs. SAC,1/29/2022,W,48,103,36,70,51.4,12,30,40,19,26,73.1,3,33,36,24,18,8,3,17,2
DAL,DAL vs. IND,1/29/2022,W,48,132,51,96,53.1,16,34,47.1,14,22,63.6,11,35,46,31,5,8,7,19,27
SAC,SAC @ PHI,1/29/2022,L,48,101,36,82,43.9,12,35,34.3,17,20,85,10,33,43,24,13,9,2,21,-2
MEM,MEM vs. WAS,1/29/2022,W,48,115,46,100,46,13,31,41.9,10,12,83.3,21,39,60,24,9,8,10,21,20
WAS,WAS @ MEM,1/29/2022,L,48,95,35,84,41.7,10,29,34.5,15,21,71.4,7,30,37,27,12,6,5,12,-20
BOS,BOS @ NOP,1/29/2022,W,48,107,43,81,53.1,14,41,34.1,7,11,63.6,6,37,43,31,15,6,7,19,10
BKN,BKN @ GSW,1/29/2022,L,48,106,39,98,39.8,11,28,39.3,17,21,81,18,34,52,21,11,7,10,15,-4
MIA,MIA vs. TOR,1/29/2022,L,63,120,45,110,40.9,16,50,32,14,20,70,19,42,61,26,24,12,6,26,-4
CHI,CHI vs. POR,1/30/2022,W,48,130,50,90,55.6,13,32,40.6,17,18,94.4,8,36,44,36,7,10,3,16,14
ATL,ATL vs. LAL,1/30/2022,W,48,129,49,84,58.3,10,31,32.3,21,32,65.6,8,37,45,31,12,7,0,21,8
UTA,UTA @ MIN,1/30/2022,L,48,106,38,81,46.9,15,40,37.5,15,21,71.4,9,29,38,23,20,8,4,24,-20
MIL,MIL vs. DEN,1/30/2022,L,48,100,37,78,47.4,10,30,33.3,16,22,72.7,6,26,32,23,15,6,3,10,-36
SAS,SAS @ PHX,1/30/2022,L,48,110,45,100,45,13,37,35.1,7,8,87.5,11,32,43,27,11,6,3,15,-5
PHX,PHX vs. SAS,1/30/2022,W,48,115,48,97,49.5,11,32,34.4,8,12,66.7,11,35,46,31,8,6,5,12,5
CLE,CLE @ DET,1/30/2022,L,48,105,38,82,46.3,13,34,38.2,16,25,64,12,29,41,25,13,6,6,20,-10
ORL,ORL vs. DAL,1/30/2022,W,48,110,43,84,51.2,11,34,32.4,13,16,81.3,9,31,40,26,16,8,1,16,2
LAC,LAC @ CHA,1/30/2022,W,48,115,44,84,52.4,11,28,39.3,16,19,84.2,6,54,60,23,18,5,6,23,25
DEN,DEN @ MIL,1/30/2022,W,48,136,53,88,60.2,23,43,53.5,7,10,70,6,35,41,39,10,8,3,15,36
MIN,MIN vs. UTA,1/30/2022,W,48,126,49,89,55.1,13,31,41.9,15,18,83.3,10,30,40,35,16,11,2,15,20
LAL,LAL @ ATL,1/30/2022,L,48,121,47,87,54,15,35,42.9,12,23,52.2,6,32,38,29,13,5,2,24,-8
DAL,DAL @ ORL,1/30/2022,L,48,108,39,81,48.1,16,38,42.1,14,18,77.8,7,33,40,22,18,9,4,19,-2
DET,DET vs. CLE,1/30/2022,W,48,115,42,91,46.2,10,26,38.5,21,25,84,16,32,48,26,9,7,4,21,10
POR,POR @ CHI,1/30/2022,L,48,116,43,83,51.8,18,39,46.2,12,16,75,5,31,36,23,12,4,3,12,-14
CHA,CHA vs. LAC,1/30/2022,L,48,90,32,98,32.7,8,34,23.5,18,27,66.7,11,33,44,24,9,8,2,15,-25
GSW,GSW @ HOU,1/31/2022,W,48,122,43,80,53.8,17,40,42.5,19,23,82.6,7,34,41,23,15,10,8,24,14
CLE,CLE vs. NOP,1/31/2022,W,48,93,36,84,42.9,9,31,29,12,14,85.7,7,30,37,26,10,6,9,19,3
PHI,PHI vs. MEM,1/31/2022,W,53,122,49,100,49,11,31,35.5,13,15,86.7,14,35,49,30,21,8,12,23,3
OKC,OKC vs. POR,1/31/2022,W,48,98,35,86,40.7,12,41,29.3,16,17,94.1,11,39,50,22,13,6,3,13,17
HOU,HOU vs. GSW,1/31/2022,L,48,108,36,84,42.9,16,43,37.2,20,29,69,9,28,37,25,17,4,3,19,-14
BOS,BOS vs. MIA,1/31/2022,W,48,122,44,84,52.4,16,42,38.1,18,27,66.7,9,35,44,24,10,9,6,15,30
MIA,MIA @ BOS,1/31/2022,L,48,92,34,87,39.1,17,44,38.6,7,10,70,10,28,38,25,19,6,2,22,-30
IND,IND vs. LAC,1/31/2022,W,48,122,50,95,52.6,14,29,48.3,8,12,66.7,11,39,50,31,12,3,5,12,6
TOR,TOR @ ATL,1/31/2022,W,48,106,38,89,42.7,18,36,50,12,17,70.6,6,37,43,21,8,7,8,15,6
SAC,SAC @ NYK,1/31/2022,L,48,96,37,86,43,11,38,28.9,11,22,50,9,27,36,24,16,6,5,23,-20
NYK,NYK vs. SAC,1/31/2022,W,48,116,40,80,50,13,35,37.1,23,29,79.3,8,39,47,25,17,12,5,20,20
POR,POR @ OKC,1/31/2022,L,48,81,34,81,42,7,38,18.4,6,8,75,6,35,41,18,15,7,6,20,-17
NOP,NOP @ CLE,1/31/2022,L,48,90,33,85,38.8,6,30,20,18,21,85.7,16,35,51,26,13,6,8,18,-3
LAC,LAC @ IND,1/31/2022,L,48,116,45,96,46.9,15,44,34.1,11,13,84.6,10,31,41,25,10,7,5,15,-6
MEM,MEM @ PHI,1/31/2022,L,53,119,47,102,46.1,6,30,20,19,28,67.9,15,33,48,18,14,14,6,15,-3
ATL,ATL vs. TOR,1/31/2022,L,48,100,37,81,45.7,12,32,37.5,14,16,87.5,5,41,46,28,15,6,5,20,-6
NOP,NOP @ DET,2/1/2022,W,48,111,39,89,43.8,8,28,28.6,25,28,89.3,16,30,46,24,17,8,5,17,10
MIN,MIN vs. DEN,2/1/2022,W,48,130,46,93,49.5,19,45,42.2,19,25,76,13,39,52,35,10,8,9,21,15
PHX,PHX vs. BKN,2/1/2022,W,48,121,42,76,55.3,11,31,35.5,26,31,83.9,7,30,37,26,16,8,4,19,10
ORL,ORL @ CHI,2/1/2022,L,48,115,46,93,49.5,14,39,35.9,9,11,81.8,3,33,36,33,9,7,4,18,-11
WAS,WAS @ MIL,2/1/2022,L,48,98,36,82,43.9,12,35,34.3,14,20,70,7,33,40,22,12,4,5,16,-14
GSW,GSW @ SAS,2/1/2022,W,48,124,43,96,44.8,20,46,43.5,18,18,100,15,31,46,30,16,10,3,17,4
BKN,BKN @ PHX,2/1/2022,L,48,111,40,81,49.4,16,40,40,15,21,71.4,6,27,33,25,12,7,1,27,-10
DET,DET vs. NOP,2/1/2022,L,48,101,41,84,48.8,8,32,25,11,14,78.6,6,29,35,21,19,7,3,25,-10
DEN,DEN @ MIN,2/1/2022,L,48,115,38,89,42.7,14,44,31.8,25,28,89.3,10,36,46,27,12,7,4,17,-15
TOR,TOR vs. MIA,2/1/2022,W,48,110,39,81,48.1,12,26,46.2,20,29,69,15,28,43,20,15,9,3,24,4
CHI,CHI vs. ORL,2/1/2022,W,48,126,46,90,51.1,11,30,36.7,23,29,79.3,11,38,49,25,10,5,6,15,11
MIA,MIA @ TOR,2/1/2022,L,48,106,38,78,48.7,8,30,26.7,22,25,88,10,28,38,26,17,8,1,25,-4
SAS,SAS vs. GSW,2/1/2022,L,48,120,46,83,55.4,16,33,48.5,12,17,70.6,5,29,34,33,14,7,7,17,-4
MIL,MIL vs. WAS,2/1/2022,W,48,112,46,92,50,12,38,31.6,8,9,88.9,8,36,44,26,9,7,2,17,14
DEN,DEN @ UTA,2/2/2022,L,48,104,42,79,53.2,11,28,39.3,9,12,75,7,32,39,24,14,5,7,20,-4
DAL,DAL vs. OKC,2/2/2022,L,53,114,46,98,46.9,14,43,32.6,8,10,80,13,26,39,28,14,12,8,21,-6
BKN,BKN @ SAC,2/2/2022,L,48,101,41,84,48.8,8,25,32,11,14,78.6,10,30,40,22,13,7,12,16,-11
IND,IND vs. ORL,2/2/2022,L,48,118,44,98,44.9,14,32,43.8,16,23,69.6,7,39,46,25,8,7,1,19,-1
WAS,WAS @ PHI,2/2/2022,W,48,106,41,90,45.6,9,22,40.9,15,19,78.9,15,37,52,25,10,1,5,14,3
CLE,CLE @ HOU,2/2/2022,L,48,104,41,80,51.3,7,21,33.3,15,27,55.6,12,36,48,23,19,6,4,27,-11
MEM,MEM @ NYK,2/2/2022,W,48,120,44,102,43.1,16,39,41,16,23,69.6,15,36,51,30,11,11,5,18,12
POR,POR @ LAL,2/2/2022,L,48,94,35,98,35.7,14,42,33.3,10,19,52.6,18,37,55,23,13,11,3,28,-5
OKC,OKC @ DAL,2/2/2022,W,53,120,41,86,47.7,17,37,45.9,21,25,84,14,36,50,25,20,6,8,16,6
UTA,UTA vs. DEN,2/2/2022,W,48,108,42,86,48.8,7,29,24.1,17,22,77.3,8,29,37,21,8,8,4,12,4
CHA,CHA @ BOS,2/2/2022,L,48,107,37,87,42.5,12,40,30,21,27,77.8,14,32,46,18,16,12,4,20,-6
PHI,PHI vs. WAS,2/2/2022,L,48,103,41,91,45.1,11,27,40.7,10,13,76.9,10,31,41,23,4,2,4,20,-3
ORL,ORL @ IND,2/2/2022,W,48,119,42,95,44.2,11,35,31.4,24,26,92.3,9,43,52,29,12,5,3,21,1
HOU,HOU vs. CLE,2/2/2022,W,48,115,39,82,47.6,14,40,35,23,33,69.7,8,29,37,25,12,11,3,23,11
NYK,NYK vs. MEM,2/2/2022,L,48,108,38,88,43.2,12,36,33.3,20,26,76.9,13,35,48,23,15,5,10,19,-12
SAC,SAC vs. BKN,2/2/2022,W,48,112,41,93,44.1,14,42,33.3,16,18,88.9,15,33,48,23,14,8,7,15,11
LAL,LAL vs. POR,2/2/2022,W,48,99,33,78,42.3,11,30,36.7,22,33,66.7,12,41,53,25,17,8,7,18,5
BOS,BOS vs. CHA,2/2/2022,W,48,113,42,82,51.2,14,36,38.9,15,17,88.2,6,36,42,31,19,9,5,21,6
ATL,ATL vs. PHX,2/3/2022,W,48,124,44,84,52.4,20,40,50,16,22,72.7,6,35,41,25,15,6,1,21,9
MIN,MIN @ DET,2/3/2022,W,48,128,44,87,50.6,15,34,44.1,25,28,89.3,9,33,42,29,14,11,3,18,11
MIA,MIA @ SAS,2/3/2022,W,48,112,42,83,50.6,12,30,40,16,18,88.9,7,35,42,27,14,13,3,27,17
LAL,LAL @ LAC,2/3/2022,L,48,110,41,88,46.6,11,29,37.9,17,25,68,11,33,44,19,11,6,6,13,-1
SAC,SAC @ GSW,2/3/2022,L,48,114,42,80,52.5,11,31,35.5,19,23,82.6,5,20,25,29,16,13,3,16,-12
CHI,CHI @ TOR,2/3/2022,L,53,120,43,90,47.8,12,29,41.4,22,24,91.7,10,41,51,30,17,8,7,19,-7
LAC,LAC vs. LAL,2/3/2022,W,48,111,46,89,51.7,13,30,43.3,6,11,54.5,7,36,43,29,10,5,6,22,1
DET,DET vs. MIN,2/3/2022,L,48,117,40,91,44,15,46,32.6,22,28,78.6,13,32,45,27,16,3,6,24,-11
SAS,SAS vs. MIA,2/3/2022,L,48,95,30,80,37.5,8,33,24.2,27,38,71.1,12,31,43,21,17,9,5,19,-17
PHX,PHX @ ATL,2/3/2022,L,48,115,46,88,52.3,9,32,28.1,14,18,77.8,6,33,39,30,11,11,2,20,-9
GSW,GSW vs. SAC,2/3/2022,W,48,126,47,84,56,20,42,47.6,12,16,75,9,31,40,27,16,11,3,19,12
TOR,TOR vs. CHI,2/3/2022,W,53,127,48,113,42.5,14,36,38.9,17,19,89.5,22,36,58,30,12,10,5,17,7
DET,DET vs. BOS,2/4/2022,L,48,93,34,104,32.7,10,26,38.5,15,20,75,20,36,56,18,11,5,4,24,-9
HOU,HOU @ SAS,2/4/2022,L,48,106,36,83,43.4,11,33,33.3,23,29,79.3,9,26,35,15,19,9,6,20,-25
BKN,BKN @ UTA,2/4/2022,L,48,102,41,99,41.4,12,34,35.3,8,11,72.7,16,26,42,25,10,10,2,12,-23
DEN,DEN vs. NOP,2/4/2022,L,48,105,35,78,44.9,19,41,46.3,16,17,94.1,7,24,31,22,15,9,4,20,-8
BOS,BOS @ DET,2/4/2022,W,48,102,37,82,45.1,9,28,32.1,19,25,76,11,44,55,23,14,4,9,17,9
PHI,PHI @ DAL,2/4/2022,L,48,98,36,70,51.4,9,27,33.3,17,23,73.9,6,30,36,23,14,5,5,22,-9
OKC,OKC @ POR,2/4/2022,W,48,96,33,87,37.9,15,42,35.7,15,21,71.4,13,39,52,24,15,5,6,18,3
POR,POR vs. OKC,2/4/2022,L,48,93,40,101,39.6,6,33,18.2,7,10,70,17,36,53,18,12,7,4,18,-3
DAL,DAL vs. PHI,2/4/2022,W,48,107,39,85,45.9,10,34,29.4,19,23,82.6,11,29,40,22,11,8,0,18,9
TOR,TOR vs. ATL,2/4/2022,W,48,125,46,81,56.8,17,27,63,16,18,88.9,8,37,45,29,17,7,4,18,11
ATL,ATL @ TOR,2/4/2022,L,48,114,43,93,46.2,9,29,31,19,21,90.5,13,27,40,27,9,12,4,16,-11
CHA,CHA vs. CLE,2/4/2022,L,48,101,38,92,41.3,14,43,32.6,11,12,91.7,15,37,52,27,14,9,2,22,-1
UTA,UTA vs. BKN,2/4/2022,W,48,125,48,85,56.5,17,38,44.7,12,14,85.7,9,41,50,33,18,7,5,16,23
NOP,NOP @ DEN,2/4/2022,W,48,113,42,75,56,8,25,32,21,23,91.3,5,33,38,27,15,8,5,18,8
CLE,CLE @ CHA,2/4/2022,W,48,102,36,90,40,14,35,40,16,20,80,15,36,51,26,12,7,0,17,1
SAS,SAS vs. HOU,2/4/2022,W,48,131,51,89,57.3,13,28,46.4,16,20,80,11,33,44,33,13,14,5,25,25
CHI,CHI @ IND,2/4/2022,W,48,122,49,90,54.4,6,26,23.1,18,23,78.3,10,33,43,30,9,5,6,17,7
IND,IND vs. CHI,2/4/2022,L,48,115,47,95,49.5,12,27,44.4,9,9,100,10,27,37,25,13,3,3,19,-7
MIL,MIL @ POR,2/5/2022,W,48,137,49,92,53.3,23,50,46,16,22,72.7,10,34,44,36,10,9,6,18,29
WAS,WAS vs. PHX,2/5/2022,L,48,80,30,85,35.3,5,24,20.8,15,19,78.9,8,34,42,14,9,8,4,17,-15
PHX,PHX @ WAS,2/5/2022,W,48,95,40,99,40.4,8,31,25.8,7,14,50,20,44,64,26,10,6,7,16,15
NYK,NYK @ LAL,2/5/2022,L,53,115,39,98,39.8,11,38,28.9,26,36,72.2,15,41,56,24,14,8,4,26,-7
CHA,CHA vs. MIA,2/5/2022,L,48,86,33,86,38.4,10,36,27.8,10,16,62.5,12,38,50,23,20,4,5,19,-18
SAC,SAC vs. OKC,2/5/2022,W,48,113,43,83,51.8,12,32,37.5,15,22,68.2,7,40,47,30,16,13,4,15,10
ORL,ORL vs. MEM,2/5/2022,L,48,115,39,90,43.3,17,48,35.4,20,29,69,7,31,38,27,9,2,2,20,-20
LAL,LAL vs. NYK,2/5/2022,W,53,122,48,102,47.1,9,34,26.5,17,28,60.7,14,43,57,29,13,8,7,23,7
POR,POR vs. MIL,2/5/2022,L,48,108,41,85,48.2,14,45,31.1,12,21,57.1,9,29,38,25,16,6,6,18,-29
MIA,MIA @ CHA,2/5/2022,W,48,104,38,91,41.8,11,32,34.4,17,18,94.4,11,38,49,27,12,14,6,17,18
OKC,OKC @ SAC,2/5/2022,L,48,103,42,87,48.3,9,30,30,10,16,62.5,7,34,41,23,14,8,1,16,-10
MEM,MEM @ ORL,2/5/2022,W,48,135,53,105,50.5,13,39,33.3,16,22,72.7,16,46,62,33,8,6,5,21,20
DAL,DAL vs. ATL,2/6/2022,W,48,103,38,88,43.2,16,36,44.4,11,13,84.6,12,36,48,25,16,8,5,25,9
BOS,BOS @ ORL,2/6/2022,W,48,116,45,99,45.5,13,46,28.3,13,14,92.9,16,39,55,29,16,9,6,17,33
CLE,CLE vs. IND,2/6/2022,W,48,98,34,84,40.5,11,32,34.4,19,28,67.9,16,34,50,25,11,9,5,22,13
PHI,PHI @ CHI,2/6/2022,W,48,119,45,84,53.6,12,24,50,17,21,81,4,34,38,29,11,5,5,17,11
BKN,BKN @ DEN,2/6/2022,L,48,104,36,87,41.4,16,41,39,16,22,72.7,8,28,36,24,10,8,9,19,-20
NOP,NOP @ HOU,2/6/2022,W,48,120,41,77,53.2,12,29,41.4,26,36,72.2,5,28,33,29,13,12,4,23,13
IND,IND @ CLE,2/6/2022,L,48,85,31,83,37.3,8,31,25.8,15,17,88.2,13,34,47,17,19,5,2,26,-13
DEN,DEN vs. BKN,2/6/2022,W,48,124,49,94,52.1,10,32,31.3,16,21,76.2,11,44,55,37,11,7,2,20,20
HOU,HOU vs. NOP,2/6/2022,L,48,107,40,84,47.6,16,45,35.6,11,16,68.8,5,28,33,28,18,5,7,23,-13
LAC,LAC vs. MIL,2/6/2022,L,48,113,40,96,41.7,18,46,39.1,15,16,93.8,10,34,44,26,10,6,2,20,-24
ORL,ORL vs. BOS,2/6/2022,L,48,83,29,81,35.8,5,26,19.2,20,21,95.2,8,32,40,17,19,8,5,16,-33
ATL,ATL @ DAL,2/6/2022,L,48,94,37,95,38.9,5,25,20,15,16,93.8,15,35,50,21,12,7,4,18,-9
DET,DET @ MIN,2/6/2022,L,48,105,40,95,42.1,12,32,37.5,13,19,68.4,14,33,47,28,11,6,9,22,-13
MIN,MIN vs. DET,2/6/2022,W,48,118,42,91,46.2,17,36,47.2,17,21,81,11,40,51,27,10,6,7,19,13
CHI,CHI vs. PHI,2/6/2022,L,48,108,39,81,48.1,7,26,26.9,23,26,88.5,6,32,38,21,8,3,4,19,-11
MIL,MIL @ LAC,2/6/2022,W,48,137,48,88,54.5,19,38,50,22,27,81.5,7,43,50,28,10,6,4,15,24
UTA,UTA vs. NYK,2/7/2022,W,48,113,39,93,41.9,12,48,25,23,27,85.2,14,35,49,19,12,6,6,26,9
TOR,TOR @ CHA,2/7/2022,W,48,116,41,84,48.8,15,35,42.9,19,29,65.5,14,37,51,21,18,9,5,20,15
GSW,GSW @ OKC,2/7/2022,W,48,110,41,82,50,15,43,34.9,13,17,76.5,6,34,40,30,15,12,3,19,12
WAS,WAS vs. MIA,2/7/2022,L,48,100,36,80,45,7,31,22.6,21,23,91.3,7,26,33,25,17,10,0,18,-21
MIA,MIA @ WAS,2/7/2022,W,48,121,43,76,56.6,18,32,56.3,17,21,81,5,32,37,29,19,9,1,23,21
NYK,NYK @ UTA,2/7/2022,L,48,104,36,95,37.9,8,33,24.2,24,35,68.6,20,36,56,18,16,8,3,23,-9
CHI,CHI vs. PHX,2/7/2022,L,48,124,43,90,47.8,10,26,38.5,28,31,90.3,11,29,40,18,9,7,2,18,-3
OKC,OKC vs. GSW,2/7/2022,L,48,98,37,90,41.1,11,36,30.6,13,17,76.5,18,32,50,21,18,8,2,14,-12
CHA,CHA vs. TOR,2/7/2022,L,48,101,39,95,41.1,9,40,22.5,14,16,87.5,9,29,38,28,13,11,4,19,-15
PHX,PHX @ CHI,2/7/2022,W,48,127,49,90,54.4,12,32,37.5,17,19,89.5,10,34,44,31,11,5,5,23,3
DAL,DAL vs. DET,2/8/2022,W,48,116,40,79,50.6,18,36,50,18,23,78.3,6,41,47,24,13,10,5,18,30
MIL,MIL @ LAL,2/8/2022,W,48,131,52,96,54.2,15,36,41.7,12,20,60,11,31,42,31,12,10,4,24,15
BKN,BKN vs. BOS,2/8/2022,L,48,91,38,99,38.4,10,36,27.8,5,13,38.5,15,25,40,22,14,6,4,18,-35
BOS,BOS @ BKN,2/8/2022,W,48,126,50,91,54.9,14,40,35,12,16,75,11,41,52,32,14,6,8,14,35
SAC,SAC vs. MIN,2/8/2022,L,48,114,41,83,49.4,9,25,36,23,26,88.5,5,33,38,29,19,4,3,20,-20
LAC,LAC @ MEM,2/8/2022,L,48,109,40,89,44.9,11,31,35.5,18,24,75,11,29,40,25,17,8,7,17,-26
ATL,ATL vs. IND,2/8/2022,W,48,133,52,90,57.8,17,33,51.5,12,16,75,10,33,43,36,16,8,7,26,21
PHI,PHI vs. PHX,2/8/2022,L,48,109,41,89,46.1,10,32,31.3,17,18,94.4,6,38,44,24,15,7,4,22,-5
POR,POR vs. ORL,2/8/2022,L,48,95,32,91,35.2,11,38,28.9,20,26,76.9,17,33,50,21,13,9,5,12,-18
NOP,NOP vs. HOU,2/8/2022,W,48,110,42,80,52.5,8,32,25,18,20,90,8,35,43,27,19,10,10,29,13
LAL,LAL vs. MIL,2/8/2022,L,48,116,44,85,51.8,10,32,31.3,18,30,60,12,29,41,28,16,7,6,20,-15
MIN,MIN @ SAC,2/8/2022,W,48,134,50,104,48.1,22,44,50,12,17,70.6,16,33,49,34,14,10,4,24,20
MEM,MEM vs. LAC,2/8/2022,W,48,135,53,103,51.5,9,26,34.6,20,25,80,21,34,55,26,13,12,6,18,26
DET,DET @ DAL,2/8/2022,L,48,86,33,87,37.9,5,30,16.7,15,22,68.2,13,32,45,20,15,5,2,24,-30
IND,IND @ ATL,2/8/2022,L,48,112,37,93,39.8,10,31,32.3,28,33,84.8,18,25,43,22,13,10,4,16,-21
PHX,PHX @ PHI,2/8/2022,W,48,114,43,95,45.3,6,26,23.1,22,24,91.7,11,37,48,27,8,7,5,15,5
DEN,DEN vs. NYK,2/8/2022,W,48,132,46,85,54.1,16,39,41,24,31,77.4,12,40,52,31,13,5,1,18,17
NYK,NYK @ DEN,2/8/2022,L,48,115,45,101,44.6,15,43,34.9,10,12,83.3,14,27,41,25,9,9,3,25,-17
ORL,ORL @ POR,2/8/2022,W,48,113,44,90,48.9,19,38,50,6,8,75,10,40,50,34,15,8,7,18,18
HOU,HOU @ NOP,2/8/2022,L,48,97,32,86,37.2,13,42,31,20,31,64.5,18,29,47,19,21,8,3,23,-13
SAS,SAS @ CLE,2/9/2022,L,48,92,38,99,38.4,8,33,24.2,8,11,72.7,15,31,46,24,13,8,4,17,-13
CHA,CHA vs. CHI,2/9/2022,L,48,109,40,93,43,13,43,30.2,16,23,69.6,11,32,43,26,9,7,1,16,-12
CLE,CLE vs. SAS,2/9/2022,W,48,105,39,82,47.6,9,21,42.9,18,24,75,10,41,51,18,15,8,2,12,13
CHI,CHI @ CHA,2/9/2022,W,48,121,46,82,56.1,16,33,48.5,13,19,68.4,5,35,40,27,14,4,5,17,12
SAC,SAC vs. MIN,2/9/2022,W,48,132,48,93,51.6,12,30,40,24,27,88.9,11,40,51,32,14,4,7,19,13
TOR,TOR @ OKC,2/9/2022,W,48,117,45,88,51.1,13,35,37.1,14,14,100,10,35,45,22,16,9,4,16,19
POR,POR vs. LAL,2/9/2022,W,48,107,42,89,47.2,10,32,31.3,13,16,81.3,11,30,41,26,11,15,3,15,2
OKC,OKC vs. TOR,2/9/2022,L,48,98,36,87,41.4,14,47,29.8,12,14,85.7,14,31,45,28,18,11,4,17,-19
LAL,LAL @ POR,2/9/2022,L,48,105,41,74,55.4,17,37,45.9,6,13,46.2,3,35,38,29,21,7,7,15,-2
MIN,MIN @ SAC,2/9/2022,L,48,119,44,98,44.9,16,46,34.8,15,18,83.3,6,28,34,28,10,4,6,21,-13
GSW,GSW @ UTA,2/9/2022,L,48,85,28,78,35.9,16,43,37.2,13,17,76.5,3,32,35,17,13,8,3,19,-26
UTA,UTA vs. GSW,2/9/2022,W,48,111,41,89,46.1,17,51,33.3,12,17,70.6,11,41,52,26,12,3,9,16,26
PHX,PHX vs. MIL,2/10/2022,W,48,131,51,90,56.7,9,30,30,20,29,69,9,34,43,35,8,10,2,22,24
BKN,BKN @ WAS,2/10/2022,L,48,112,39,84,46.4,10,29,34.5,24,28,85.7,12,30,42,19,10,6,3,21,-1
TOR,TOR @ HOU,2/10/2022,W,48,139,53,97,54.6,15,39,38.5,18,22,81.8,14,23,37,25,12,12,3,28,19
MIL,MIL @ PHX,2/10/2022,L,48,107,40,88,45.5,10,38,26.3,17,25,68,11,28,39,18,14,6,4,22,-24
DAL,DAL vs. LAC,2/10/2022,W,48,112,38,78,48.7,13,39,33.3,23,27,85.2,8,33,41,19,14,4,3,23,7
GSW,GSW vs. NYK,2/10/2022,L,48,114,42,91,46.2,15,45,33.3,15,17,88.2,5,33,38,27,8,4,5,24,-2
LAC,LAC @ DAL,2/10/2022,L,48,105,39,81,48.1,9,23,39.1,18,25,72,4,27,31,24,10,9,2,25,-7
WAS,WAS vs. BKN,2/10/2022,W,48,113,43,85,50.6,11,31,35.5,16,18,88.9,10,31,41,29,12,7,5,23,1
MIA,MIA @ NOP,2/10/2022,W,48,112,39,81,48.1,10,32,31.3,24,28,85.7,11,32,43,25,14,12,4,19,15
HOU,HOU vs. TOR,2/10/2022,L,48,120,43,82,52.4,16,38,42.1,18,30,60,13,28,41,25,21,5,4,20,-19
NYK,NYK @ GSW,2/10/2022,W,48,116,39,90,43.3,14,36,38.9,24,33,72.7,16,35,51,24,15,3,3,18,2
NOP,NOP vs. MIA,2/10/2022,L,48,97,36,85,42.4,11,41,26.8,14,16,87.5,12,27,39,19,17,8,6,23,-15
MEM,MEM @ DET,2/10/2022,W,48,132,44,92,47.8,15,30,50,29,42,69,18,42,60,32,13,6,4,23,25
DET,DET vs. MEM,2/10/2022,L,48,107,41,94,43.6,7,35,20,18,21,85.7,10,30,40,27,10,4,7,29,-25
DEN,DEN @ BOS,2/11/2022,L,48,102,39,90,43.3,11,44,25,13,18,72.2,12,40,52,23,21,7,6,22,-6
DET,DET vs. CHA,2/11/2022,L,48,119,48,102,47.1,12,35,34.3,11,18,61.1,16,29,45,32,18,10,6,20,-22
ORL,ORL @ UTA,2/11/2022,L,48,99,37,84,44,13,35,37.1,12,16,75,9,31,40,23,18,12,5,15,-15
CLE,CLE @ IND,2/11/2022,W,48,120,43,81,53.1,9,24,37.5,25,30,83.3,6,26,32,20,13,12,7,16,7
OKC,OKC @ PHI,2/11/2022,L,48,87,35,90,38.9,6,35,17.1,11,12,91.7,11,41,52,21,16,6,8,21,-13
CHI,CHI vs. MIN,2/11/2022,W,48,134,55,87,63.2,14,31,45.2,10,13,76.9,6,37,43,32,15,6,3,15,12
BOS,BOS vs. DEN,2/11/2022,W,48,108,38,96,39.6,10,37,27,22,30,73.3,18,36,54,24,12,13,8,20,6
ATL,ATL vs. SAS,2/11/2022,L,48,121,47,103,45.6,14,43,32.6,13,15,86.7,17,32,49,28,14,10,5,18,-15
SAS,SAS @ ATL,2/11/2022,W,48,136,50,90,55.6,18,32,56.3,18,21,85.7,5,36,41,37,14,11,4,21,15
UTA,UTA vs. ORL,2/11/2022,W,48,114,40,89,44.9,13,41,31.7,21,24,87.5,11,39,50,22,16,15,5,14,15
PHI,PHI vs. OKC,2/11/2022,W,48,100,36,93,38.7,7,26,26.9,21,26,80.8,15,40,55,19,11,7,10,16,13
