TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
DEN,DEN vs. LAL,1/15/2022,W,48,133,47,91,51.6,23,40,57.5,16,17,94.1,9,42,51,35,6,9,2,17,37
CHI,CHI @ BOS,1/15/2022,L,48,112,44,87,50.6,12,29,41.4,12,15,80,7,25,32,31,6,3,3,19,-2
POR,POR @ WAS,1/15/2022,W,48,115,39,85,45.9,13,39,33.3,24,35,68.6,8,31,39,19,13,13,2,25,5
TOR,TOR @ MIL,1/15/2022,W,48,103,40,91,44,12,35,34.3,11,20,55,16,34,50,25,15,7,8,25,7
SAS,SAS vs. LAC,1/15/2022,W,48,101,34,83,41,11,37,29.7,22,27,81.5,15,39,54,19,15,6,5,12,7
BKN,BKN vs. NOP,1/15/2022,W,48,120,46,84,54.8,12,27,44.4,16,17,94.1,9,35,44,30,16,5,5,21,15
DAL,DAL vs. ORL,1/15/2022,W,48,108,32,78,41,12,34,35.3,32,38,84.2,12,35,47,16,10,6,3,18,16
NYK,NYK @ ATL,1/15/2022,W,48,117,42,83,50.6,13,31,41.9,20,26,76.9,11,33,44,24,11,2,0,20,9
CLE,CLE @ OKC,1/15/2022,W,48,107,40,87,46,9,35,25.7,18,25,72,11,26,37,28,9,6,4,13,5
ATL,ATL vs. NYK,1/15/2022,L,48,108,40,80,50,16,44,36.4,12,17,70.6,4,27,31,23,9,5,5,20,-9
MIL,MIL vs. TOR,1/15/2022,L,48,96,26,77,33.8,12,39,30.8,32,35,91.4,9,32,41,19,13,8,8,23,-7
OKC,OKC vs. CLE,1/15/2022,L,48,102,36,83,43.4,10,27,37,20,22,90.9,14,37,51,17,16,4,5,21,-5
BOS,BOS vs. CHI,1/15/2022,W,48,114,44,90,48.9,9,26,34.6,17,19,89.5,17,33,50,27,11,6,6,15,2
MIA,MIA vs. PHI,1/15/2022,L,48,98,33,86,38.4,9,35,25.7,23,30,76.7,12,31,43,24,10,10,4,18,-11
WAS,WAS vs. POR,1/15/2022,L,48,110,39,90,43.3,12,37,32.4,20,23,87,10,33,43,20,20,4,3,26,-5
NOP,NOP @ BKN,1/15/2022,L,48,105,40,87,46,9,31,29,16,24,66.7,12,23,35,27,12,9,3,18,-15
LAL,LAL @ DEN,1/15/2022,L,48,96,36,82,43.9,10,30,33.3,14,19,73.7,8,33,41,21,11,4,3,15,-37
ORL,ORL @ DAL,1/15/2022,L,48,92,37,77,48.1,7,26,26.9,11,16,68.8,5,32,37,16,17,7,3,26,-16
LAC,LAC @ SAS,1/15/2022,L,48,94,38,100,38,12,38,31.6,6,8,75,21,33,54,24,15,8,4,21,-7
DEN,DEN vs. UTA,1/16/2022,L,48,102,42,95,44.2,11,43,25.6,7,8,87.5,6,33,39,32,9,5,2,22,-23
DET,DET vs. PHX,1/16/2022,L,48,108,38,82,46.3,9,25,36,23,34,67.6,5,27,32,25,11,6,2,20,-27
PHX,PHX @ DET,1/16/2022,W,48,135,51,87,58.6,11,27,40.7,22,30,73.3,11,40,51,30,15,4,7,26,27
GSW,GSW @ MIN,1/16/2022,L,48,99,32,82,39,13,42,31,22,29,75.9,7,40,47,20,15,6,3,17,-20
HOU,HOU @ SAC,1/16/2022,W,48,118,41,76,53.9,16,40,40,20,24,83.3,4,43,47,22,23,6,3,20,6
UTA,UTA @ DEN,1/16/2022,W,48,125,44,84,52.4,15,39,38.5,22,29,75.9,9,42,51,26,9,8,5,16,23
SAC,SAC vs. HOU,1/16/2022,L,48,112,41,91,45.1,12,38,31.6,18,24,75,7,30,37,26,12,16,2,24,-6
MIN,MIN vs. GSW,1/16/2022,W,48,119,45,91,49.5,16,43,37.2,13,20,65,6,41,47,30,16,8,9,21,20
UTA,UTA @ LAL,1/17/2022,L,48,95,31,83,37.3,12,46,26.1,21,24,87.5,8,36,44,21,16,6,6,21,-6
IND,IND @ LAC,1/17/2022,L,48,133,50,97,51.5,13,33,39.4,20,23,87,15,26,41,30,12,8,4,23,-6
TOR,TOR @ MIA,1/17/2022,L,48,99,37,90,41.1,13,36,36.1,12,17,70.6,15,30,45,24,12,9,5,21,-5
ATL,ATL vs. MIL,1/17/2022,W,48,121,38,86,44.2,15,36,41.7,30,32,93.8,10,36,46,25,13,7,8,18,7
SAS,SAS vs. PHX,1/17/2022,L,48,107,41,92,44.6,9,30,30,16,22,72.7,13,34,47,21,12,3,2,16,-14
DAL,DAL vs. OKC,1/17/2022,W,48,104,35,88,39.8,12,37,32.4,22,28,78.6,11,36,47,28,11,10,7,19,2
BOS,BOS vs. NOP,1/17/2022,W,48,104,38,80,47.5,10,32,31.3,18,20,90,5,42,47,22,14,6,4,18,12
PHI,PHI @ WAS,1/17/2022,L,48,98,35,86,40.7,7,26,26.9,21,25,84,10,32,42,19,12,9,3,26,-19
MIL,MIL @ ATL,1/17/2022,L,48,114,39,88,44.3,16,38,42.1,20,24,83.3,9,33,42,21,13,8,4,28,-7
CHA,CHA @ NYK,1/17/2022,W,48,97,36,86,41.9,14,39,35.9,11,17,64.7,6,33,39,23,7,6,2,14,10
BKN,BKN @ CLE,1/17/2022,L,48,107,41,83,49.4,12,30,40,13,18,72.2,8,27,35,27,14,11,4,22,-7
CLE,CLE vs. BKN,1/17/2022,W,48,114,42,81,51.9,11,32,34.4,19,21,90.5,8,32,40,26,16,7,3,14,7
LAC,LAC vs. IND,1/17/2022,W,48,139,45,82,54.9,18,36,50,31,36,86.1,8,29,37,32,13,7,7,18,6
CHI,CHI @ MEM,1/17/2022,L,48,106,40,92,43.5,13,31,41.9,13,15,86.7,9,34,43,24,18,10,7,15,-13
WAS,WAS vs. PHI,1/17/2022,W,48,117,42,87,48.3,9,30,30,24,32,75,9,40,49,25,12,7,6,18,19
OKC,OKC @ DAL,1/17/2022,L,48,102,36,83,43.4,11,35,31.4,19,24,79.2,5,37,42,20,13,10,2,23,-2
ORL,ORL vs. POR,1/17/2022,L,48,88,34,90,37.8,8,32,25,12,20,60,10,40,50,21,16,9,7,15,-10
MEM,MEM vs. CHI,1/17/2022,W,48,119,47,92,51.1,10,25,40,15,20,75,10,38,48,29,18,14,7,13,13
POR,POR @ ORL,1/17/2022,W,48,98,37,90,41.1,7,34,20.6,17,18,94.4,11,44,55,20,17,9,8,17,10
NOP,NOP @ BOS,1/17/2022,L,48,92,36,87,41.4,9,30,30,11,18,61.1,8,33,41,23,12,10,4,15,-12
NYK,NYK vs. CHA,1/17/2022,L,48,87,32,80,40,12,34,35.3,11,21,52.4,14,39,53,22,15,7,4,19,-10
LAL,LAL vs. UTA,1/17/2022,W,48,101,38,86,44.2,11,37,29.7,14,23,60.9,10,35,45,15,13,7,5,19,6
PHX,PHX @ SAS,1/17/2022,W,48,121,49,95,51.6,9,32,28.1,14,20,70,12,33,45,29,5,9,5,18,14
MIA,MIA vs. TOR,1/17/2022,W,48,104,38,83,45.8,9,24,37.5,19,22,86.4,13,36,49,20,12,11,8,18,5
DET,DET @ GSW,1/18/2022,L,48,86,30,85,35.3,9,34,26.5,17,24,70.8,11,39,50,18,16,4,5,23,-16
GSW,GSW vs. DET,1/18/2022,W,48,102,34,83,41,14,42,33.3,20,27,74.1,13,41,54,26,13,12,3,25,16
NYK,NYK vs. MIN,1/18/2022,L,48,110,37,80,46.3,12,38,31.6,24,33,72.7,11,33,44,21,18,6,7,30,-2
MIN,MIN @ NYK,1/18/2022,W,48,112,35,81,43.2,13,41,31.7,29,38,76.3,8,30,38,21,13,10,6,25,2
HOU,HOU @ UTA,1/19/2022,W,48,116,41,96,42.7,22,45,48.9,12,17,70.6,12,32,44,24,9,4,3,18,5
DET,DET @ SAC,1/19/2022,W,48,133,46,91,50.5,15,36,41.7,26,30,86.7,13,28,41,27,9,3,6,26,2
UTA,UTA vs. HOU,1/19/2022,L,48,111,42,89,47.2,10,38,26.3,17,20,85,11,38,49,26,9,7,5,16,-5
MEM,MEM @ MIL,1/19/2022,L,48,114,44,106,41.5,9,40,22.5,17,25,68,16,31,47,26,10,10,8,20,-12
PHI,PHI vs. ORL,1/19/2022,W,48,123,45,83,54.2,10,28,35.7,23,27,85.2,6,38,44,21,10,7,8,15,13
CHI,CHI vs. CLE,1/19/2022,W,48,117,47,86,54.7,10,22,45.5,13,18,72.2,7,30,37,25,10,7,4,18,13
ATL,ATL vs. MIN,1/19/2022,W,48,134,45,86,52.3,15,38,39.5,29,33,87.9,8,31,39,34,12,7,9,23,12
CLE,CLE @ CHI,1/19/2022,L,48,104,40,77,51.9,9,27,33.3,15,22,68.2,9,29,38,27,15,7,4,15,-13
LAC,LAC @ DEN,1/19/2022,L,53,128,52,97,53.6,15,39,38.5,9,12,75,12,35,47,35,14,6,3,24,-2
DEN,DEN vs. LAC,1/19/2022,W,53,130,48,98,49,13,38,34.2,21,25,84,13,31,44,32,12,9,3,15,2
SAC,SAC vs. DET,1/19/2022,L,48,131,44,84,52.4,12,27,44.4,31,44,70.5,8,27,35,22,7,4,8,17,-2
LAL,LAL vs. IND,1/19/2022,L,48,104,40,90,44.4,11,34,32.4,13,18,72.2,12,28,40,23,11,4,7,18,-7
ORL,ORL @ PHI,1/19/2022,L,48,110,40,90,44.4,18,35,51.4,12,16,75,9,34,43,26,11,4,4,19,-13
MIA,MIA vs. POR,1/19/2022,W,48,104,37,80,46.3,12,35,34.3,18,25,72,9,34,43,24,16,12,6,15,12
BKN,BKN @ WAS,1/19/2022,W,48,119,47,89,52.8,8,25,32,17,20,85,7,29,36,23,15,5,4,25,1
IND,IND @ LAL,1/19/2022,W,48,111,44,90,48.9,11,30,36.7,12,15,80,14,34,48,28,13,6,8,22,7
DAL,DAL vs. TOR,1/19/2022,W,48,102,37,76,48.7,9,33,27.3,19,20,95,10,35,45,23,18,5,0,20,4
WAS,WAS vs. BKN,1/19/2022,L,48,118,41,86,47.7,10,29,34.5,26,32,81.3,13,27,40,23,13,6,8,19,-1
SAS,SAS vs. OKC,1/19/2022,W,48,118,47,96,49,15,40,37.5,9,14,64.3,11,39,50,32,9,9,13,17,22
BOS,BOS vs. CHA,1/19/2022,L,48,102,39,90,43.3,14,46,30.4,10,13,76.9,8,30,38,27,14,8,3,20,-9
CHA,CHA @ BOS,1/19/2022,W,48,111,42,86,48.8,16,39,41,11,15,73.3,11,36,47,27,17,6,6,17,9
MIL,MIL vs. MEM,1/19/2022,W,48,126,46,97,47.4,13,37,35.1,21,22,95.5,13,43,56,29,15,7,6,21,12
OKC,OKC @ SAS,1/19/2022,L,48,96,38,98,38.8,8,31,25.8,12,15,80,14,32,46,20,15,5,2,14,-22
TOR,TOR @ DAL,1/19/2022,L,48,98,35,91,38.5,8,32,25,20,25,80,16,28,44,17,12,11,1,21,-4
POR,POR @ MIA,1/19/2022,L,48,92,33,81,40.7,14,46,30.4,12,16,75,10,33,43,19,18,7,6,22,-12
MIN,MIN @ ATL,1/19/2022,L,48,122,42,97,43.3,17,46,37,21,29,72.4,16,29,45,21,13,10,3,24,-12
NYK,NYK vs. NOP,1/20/2022,L,48,91,29,77,37.7,9,38,23.7,24,36,66.7,14,34,48,21,15,6,5,21,-11
GSW,GSW vs. IND,1/20/2022,L,53,117,42,94,44.7,9,42,21.4,24,29,82.8,15,38,53,28,21,11,6,28,-4
DAL,DAL vs. PHX,1/20/2022,L,48,101,37,85,43.5,11,37,29.7,16,20,80,10,40,50,19,19,1,3,22,-8
IND,IND @ GSW,1/20/2022,W,53,121,41,95,43.2,15,35,42.9,24,34,70.6,13,35,48,23,18,12,3,23,4
PHX,PHX @ DAL,1/20/2022,W,48,109,39,86,45.3,8,36,22.2,23,25,92,5,35,40,25,7,13,1,21,8
NOP,NOP @ NYK,1/20/2022,W,48,102,38,76,50,11,28,39.3,15,22,68.2,3,32,35,27,12,10,2,26,11
CHA,CHA vs. OKC,1/21/2022,W,48,121,45,99,45.5,17,49,34.7,14,20,70,16,46,62,34,12,8,5,18,23
MIA,MIA @ ATL,1/21/2022,L,48,108,41,85,48.2,15,40,37.5,11,12,91.7,11,22,33,30,15,8,1,22,-2
DET,DET @ UTA,1/21/2022,L,48,101,38,87,43.7,13,32,40.6,12,16,75,9,31,40,22,11,6,4,24,-10
ATL,ATL vs. MIA,1/21/2022,W,48,110,38,68,55.9,14,33,42.4,20,24,83.3,6,30,36,26,18,3,1,17,2
LAC,LAC @ PHI,1/21/2022,W,48,102,40,87,46,11,32,34.4,11,15,73.3,10,39,49,21,12,5,0,21,1
ORL,ORL vs. LAL,1/21/2022,L,48,105,36,81,44.4,11,40,27.5,22,29,75.9,3,32,35,23,18,6,9,21,-11
PHI,PHI vs. LAC,1/21/2022,L,48,101,38,91,41.8,10,28,35.7,15,21,71.4,13,31,44,23,7,7,3,17,-1
DEN,DEN vs. MEM,1/21/2022,L,48,118,43,91,47.3,13,32,40.6,19,23,82.6,10,27,37,34,13,6,6,25,-4
HOU,HOU @ GSW,1/21/2022,L,48,103,38,89,42.7,10,35,28.6,17,20,85,8,31,39,25,12,10,3,15,-2
WAS,WAS vs. TOR,1/21/2022,L,48,105,43,85,50.6,11,33,33.3,8,10,80,11,34,45,29,18,3,3,16,-4
BOS,BOS vs. POR,1/21/2022,L,48,105,37,82,45.1,11,37,29.7,20,23,87,8,34,42,25,12,7,7,24,-4
GSW,GSW vs. HOU,1/21/2022,W,48,105,39,81,48.1,10,30,33.3,17,22,77.3,7,34,41,25,19,4,9,18,2
CHI,CHI @ MIL,1/21/2022,L,48,90,31,85,36.5,7,38,18.4,21,24,87.5,6,43,49,21,10,4,4,21,-4
TOR,TOR @ WAS,1/21/2022,W,48,109,42,90,46.7,11,30,36.7,14,17,82.4,11,29,40,20,8,10,4,15,4
SAS,SAS vs. BKN,1/21/2022,L,48,102,37,95,38.9,8,29,27.6,20,24,83.3,16,33,49,24,6,3,7,13,-15
POR,POR @ BOS,1/21/2022,W,48,109,36,76,47.4,16,33,48.5,21,30,70,7,35,42,20,13,6,4,21,4
MIL,MIL vs. CHI,1/21/2022,W,48,94,34,88,38.6,6,31,19.4,20,28,71.4,11,42,53,20,8,3,3,17,4
MEM,MEM @ DEN,1/21/2022,W,48,122,43,82,52.4,11,25,44,25,40,62.5,13,35,48,19,16,11,10,24,4
OKC,OKC @ CHA,1/21/2022,L,48,98,37,98,37.8,12,44,27.3,12,15,80,15,37,52,20,12,6,2,21,-23
BKN,BKN @ SAS,1/21/2022,W,48,117,48,100,48,9,25,36,12,12,100,12,41,53,24,8,3,5,17,15
LAL,LAL @ ORL,1/21/2022,W,48,116,42,85,49.4,13,30,43.3,19,23,82.6,8,37,45,23,19,12,4,24,11
UTA,UTA vs. DET,1/21/2022,W,48,111,36,79,45.6,10,31,32.3,29,34,85.3,7,37,44,22,11,3,7,21,10
OKC,OKC @ CLE,1/22/2022,L,48,87,33,85,38.8,12,41,29.3,9,16,56.3,11,30,41,16,15,14,3,28,-7
IND,IND @ PHX,1/22/2022,L,48,103,37,84,44,10,29,34.5,19,27,70.4,12,32,44,19,18,5,5,18,-10
CLE,CLE vs. OKC,1/22/2022,W,48,94,35,76,46.1,6,27,22.2,18,35,51.4,15,39,54,22,23,5,6,20,7
PHX,PHX vs. IND,1/22/2022,W,48,113,47,96,49,7,25,28,12,14,85.7,14,37,51,34,11,11,8,19,10
MIL,MIL vs. SAC,1/22/2022,W,48,133,45,91,49.5,21,42,50,22,25,88,9,34,43,19,7,12,0,14,6
SAC,SAC @ MIL,1/22/2022,L,48,127,51,97,52.6,15,37,40.5,10,16,62.5,13,35,48,29,14,4,2,20,-6
ATL,ATL @ CHA,1/23/2022,W,48,113,40,88,45.5,15,39,38.5,18,24,75,7,38,45,25,10,12,6,22,22
DET,DET @ DEN,1/23/2022,L,48,111,42,75,56,11,29,37.9,16,19,84.2,4,30,34,28,22,4,5,29,-6
SAS,SAS vs. PHI,1/23/2022,L,48,109,42,89,47.2,10,30,33.3,15,22,68.2,12,31,43,30,9,4,5,15,-6
ORL,ORL vs. CHI,1/23/2022,W,48,114,42,80,52.5,12,26,46.2,18,23,78.3,3,32,35,31,14,7,8,25,19
NYK,NYK vs. LAC,1/23/2022,W,48,110,39,91,42.9,16,36,44.4,16,19,84.2,15,37,52,26,13,6,4,22,8
MEM,MEM @ DAL,1/23/2022,L,48,91,37,99,37.4,4,24,16.7,13,19,68.4,21,29,50,20,15,10,3,25,-13
LAL,LAL @ MIA,1/23/2022,L,48,107,36,79,45.6,11,40,27.5,24,30,80,7,31,38,20,18,7,1,20,-6
WAS,WAS vs. BOS,1/23/2022,L,48,87,33,93,35.5,8,34,23.5,13,16,81.3,9,35,44,20,7,8,6,14,-29
PHI,PHI @ SAS,1/23/2022,W,48,115,44,92,47.8,7,16,43.8,20,23,87,13,34,47,22,10,5,3,19,6
TOR,TOR vs. POR,1/23/2022,L,48,105,39,98,39.8,18,54,33.3,9,14,64.3,15,28,43,28,16,15,8,18,-9
DEN,DEN vs. DET,1/23/2022,W,48,117,44,85,51.8,12,35,34.3,17,23,73.9,8,26,34,29,13,8,1,22,6
MIN,MIN vs. BKN,1/23/2022,W,48,136,48,92,52.2,14,32,43.8,26,31,83.9,10,27,37,24,9,11,7,17,11
MIA,MIA vs. LAL,1/23/2022,W,48,113,40,81,49.4,15,33,45.5,18,20,90,6,33,39,31,16,9,3,31,6
DAL,DAL vs. MEM,1/23/2022,W,48,104,36,74,48.6,9,30,30,23,31,74.2,9,33,42,22,18,10,12,23,13
BOS,BOS @ WAS,1/23/2022,W,48,116,40,90,44.4,19,39,48.7,17,21,81,11,46,57,26,13,5,3,16,29
BKN,BKN @ MIN,1/23/2022,L,48,125,48,95,50.5,15,38,39.5,14,15,93.3,16,32,48,27,19,4,1,29,-11
UTA,UTA @ GSW,1/23/2022,L,48,92,31,81,38.3,11,35,31.4,19,23,82.6,17,34,51,17,12,7,2,13,-2
CHI,CHI @ ORL,1/23/2022,L,48,95,33,76,43.4,5,21,23.8,24,32,75,11,33,44,10,22,3,4,22,-19
POR,POR @ TOR,1/23/2022,W,48,114,45,85,52.9,18,32,56.3,6,13,46.2,10,37,47,31,22,8,7,17,9
CHA,CHA vs. ATL,1/23/2022,L,48,91,34,87,39.1,4,36,11.1,19,27,70.4,11,43,54,23,16,6,6,24,-22
GSW,GSW vs. UTA,1/23/2022,W,48,94,36,83,43.4,13,42,31,9,10,90,10,30,40,19,10,8,5,19,2
LAC,LAC @ NYK,1/23/2022,L,48,102,34,79,43,14,41,34.1,20,30,66.7,6,34,40,20,12,7,6,19,-8
IND,IND @ NOP,1/24/2022,L,48,113,38,87,43.7,19,46,41.3,18,25,72,10,31,41,26,17,5,7,28,-4
NYK,NYK @ CLE,1/24/2022,L,48,93,35,84,41.7,12,38,31.6,11,21,52.4,11,34,45,21,12,11,1,19,-2
PHX,PHX vs. UTA,1/24/2022,W,48,115,47,99,47.5,13,36,36.1,8,15,53.3,18,33,51,28,14,10,5,17,6
OKC,OKC vs. CHI,1/24/2022,L,48,110,38,92,41.3,16,45,35.6,18,24,75,10,34,44,26,11,9,5,15,-1
CLE,CLE vs. NYK,1/24/2022,W,48,95,35,81,43.2,13,36,36.1,12,20,60,12,39,51,29,20,7,1,18,2
UTA,UTA @ PHX,1/24/2022,L,48,109,40,81,49.4,14,31,45.2,15,22,68.2,7,31,38,16,14,11,3,15,-6
CHI,CHI @ OKC,1/24/2022,W,48,111,41,89,46.1,15,39,38.5,14,19,73.7,10,41,51,31,19,7,9,23,1
NOP,NOP vs. IND,1/24/2022,W,48,117,41,88,46.6,6,30,20,29,31,93.5,12,33,45,23,12,7,4,22,4
WAS,WAS vs. LAC,1/25/2022,L,48,115,37,80,46.3,9,27,33.3,32,40,80,10,42,52,25,19,4,7,24,-1
DET,DET vs. DEN,1/25/2022,L,48,105,41,97,42.3,12,36,33.3,11,14,78.6,9,27,36,25,9,14,5,25,-5
MIN,MIN @ POR,1/25/2022,W,48,109,36,82,43.9,14,43,32.6,23,31,74.2,11,38,49,21,17,8,10,19,2
DAL,DAL @ GSW,1/25/2022,L,48,92,32,91,35.2,10,40,25,18,18,100,10,29,39,17,11,9,4,17,-38
POR,POR vs. MIN,1/25/2022,L,48,107,37,94,39.4,16,41,39,17,20,85,15,35,50,26,14,4,2,24,-2
SAS,SAS @ HOU,1/25/2022,W,48,134,58,101,57.4,12,32,37.5,6,6,100,11,38,49,38,13,8,5,22,30
PHI,PHI vs. NOP,1/25/2022,W,48,117,39,84,46.4,10,31,32.3,29,31,93.5,14,30,44,26,11,4,8,22,10
BKN,BKN vs. LAL,1/25/2022,L,48,96,37,88,42,7,27,25.9,15,22,68.2,18,36,54,20,19,5,2,12,-10
TOR,TOR vs. CHA,1/25/2022,W,48,125,43,82,52.4,16,34,47.1,23,29,79.3,7,35,42,27,17,6,7,22,12
LAL,LAL @ BKN,1/25/2022,W,48,106,42,89,47.2,12,38,31.6,10,10,100,5,28,33,23,10,12,9,19,10
GSW,GSW vs. DAL,1/25/2022,W,48,130,49,92,53.3,17,43,39.5,15,18,83.3,12,46,58,31,14,8,2,17,38
NOP,NOP @ PHI,1/25/2022,L,48,107,40,83,48.2,9,22,40.9,18,26,69.2,11,28,39,26,8,5,7,25,-10
SAC,SAC @ BOS,1/25/2022,L,48,75,29,95,30.5,6,33,18.2,11,15,73.3,15,30,45,15,12,7,8,14,-53
CHA,CHA @ TOR,1/25/2022,L,48,113,40,82,48.8,10,31,32.3,23,32,71.9,9,28,37,25,12,7,2,20,-12
HOU,HOU vs. SAS,1/25/2022,L,48,104,39,95,41.1,9,34,26.5,17,25,68,18,27,45,21,17,8,3,12,-30
BOS,BOS vs. SAC,1/25/2022,W,48,128,51,103,49.5,20,45,44.4,6,7,85.7,17,50,67,32,11,6,6,12,53
DEN,DEN @ DET,1/25/2022,W,48,110,36,84,42.9,11,32,34.4,27,31,87.1,16,40,56,25,25,7,1,17,5
LAC,LAC @ WAS,1/25/2022,W,48,116,39,94,41.5,11,29,37.9,27,31,87.1,12,36,48,28,12,9,5,29,1
NYK,NYK @ MIA,1/26/2022,L,48,96,35,83,42.2,15,44,34.1,11,17,64.7,15,29,44,24,18,8,4,23,-14
POR,POR vs. DAL,1/26/2022,L,48,112,42,82,51.2,14,38,36.8,14,23,60.9,3,35,38,27,9,4,1,21,-20
CLE,CLE vs. MIL,1/26/2022,W,48,115,41,87,47.1,19,42,45.2,14,17,82.4,12,29,41,27,13,11,3,19,16
SAS,SAS vs. MEM,1/26/2022,L,48,110,43,94,45.7,9,37,24.3,15,19,78.9,13,26,39,30,13,9,7,19,-8
ORL,ORL vs. LAC,1/26/2022,L,48,102,38,84,45.2,9,35,25.7,17,22,77.3,8,31,39,29,13,9,3,23,-9
LAC,LAC @ ORL,1/26/2022,W,48,111,36,81,44.4,15,29,51.7,24,27,88.9,8,41,49,20,15,7,1,22,9
UTA,UTA vs. PHX,1/26/2022,L,48,97,34,79,43,12,30,40,17,23,73.9,8,31,39,20,16,6,4,28,-8
CHA,CHA @ IND,1/26/2022,W,48,158,54,93,58.1,24,45,53.3,26,33,78.8,8,28,36,37,13,9,5,29,32
PHX,PHX @ UTA,1/26/2022,W,48,105,40,82,48.8,7,18,38.9,18,27,66.7,9,35,44,14,9,6,7,20,8
BKN,BKN vs. DEN,1/26/2022,L,48,118,43,88,48.9,12,29,41.4,20,26,76.9,6,32,38,26,12,6,3,25,-6
MEM,MEM @ SAS,1/26/2022,W,48,118,46,90,51.1,7,23,30.4,19,26,73.1,12,32,44,24,13,9,9,18,8
CHI,CHI vs. TOR,1/26/2022,W,48,111,46,84,54.8,7,26,26.9,12,16,75,10,35,45,32,15,2,1,22,6
ATL,ATL vs. SAC,1/26/2022,W,48,121,48,90,53.3,12,36,33.3,13,17,76.5,6,42,48,29,9,9,2,18,17
IND,IND vs. CHA,1/26/2022,L,48,126,44,92,47.8,10,34,29.4,28,34,82.4,17,24,41,33,20,9,3,31,-32
DAL,DAL @ POR,1/26/2022,W,48,132,48,88,54.5,16,36,44.4,20,26,76.9,6,39,45,35,9,6,6,21,20
MIL,MIL @ CLE,1/26/2022,L,48,99,37,80,46.3,9,32,28.1,16,18,88.9,10,31,41,22,19,7,3,19,-16
MIA,MIA vs. NYK,1/26/2022,W,48,110,37,74,50,16,37,43.2,20,22,90.9,7,31,38,30,20,8,3,23,14
SAC,SAC @ ATL,1/26/2022,L,48,104,39,93,41.9,12,40,30,14,19,73.7,10,32,42,23,12,6,3,20,-17
TOR,TOR @ CHI,1/26/2022,L,48,105,38,79,48.1,12,31,38.7,17,28,60.7,8,26,34,24,12,8,5,17,-6
DEN,DEN @ BKN,1/26/2022,W,48,124,42,89,47.2,15,36,41.7,25,27,92.6,12,36,48,27,13,8,2,21,6
MIN,MIN @ GSW,1/27/2022,L,48,115,42,95,44.2,10,44,22.7,21,27,77.8,10,31,41,22,9,10,4,15,-9
LAL,LAL @ PHI,1/27/2022,L,48,87,36,88,40.9,6,29,20.7,9,9,100,9,33,42,19,19,7,9,16,-18
GSW,GSW vs. MIN,1/27/2022,W,48,124,44,82,53.7,21,36,58.3,15,21,71.4,10,37,47,31,19,8,3,23,9
PHI,PHI vs. LAL,1/27/2022,W,48,105,41,82,50,13,35,37.1,10,17,58.8,3,38,41,30,15,8,5,14,18
HOU,HOU vs. POR,1/28/2022,L,48,110,38,79,48.1,10,41,24.4,24,31,77.4,5,33,38,25,19,6,3,22,-15
POR,POR @ HOU,1/28/2022,W,48,125,46,81,56.8,17,39,43.6,16,20,80,4,30,34,20,15,10,4,24,15
ORL,ORL vs. DET,1/28/2022,W,48,119,41,83,49.4,12,25,48,25,26,96.2,8,39,47,28,17,5,7,22,16
ATL,ATL vs. BOS,1/28/2022,W,48,108,41,89,46.1,12,31,38.7,14,20,70,9,34,43,19,12,10,11,21,16
MIN,MIN @ PHX,1/28/2022,L,48,124,44,90,48.9,14,39,35.9,22,27,81.5,8,30,38,20,7,7,6,26,-10
OKC,OKC vs. IND,1/28/2022,L,53,110,43,95,45.3,14,43,32.6,10,17,58.8,10,33,43,22,14,12,6,27,-3
LAL,LAL @ CHA,1/28/2022,L,48,114,38,91,41.8,15,40,37.5,23,32,71.9,12,32,44,19,7,7,3,23,-3
MIA,MIA vs. LAC,1/28/2022,W,48,121,40,85,47.1,15,34,44.1,26,27,96.3,12,39,51,28,18,6,3,23,7
MEM,MEM vs. UTA,1/28/2022,W,48,119,46,82,56.1,9,23,39.1,18,24,75,8,34,42,27,15,9,7,19,10
DEN,DEN @ NOP,1/28/2022,W,48,116,41,82,50,12,33,36.4,22,25,88,9,34,43,29,21,9,4,22,11
NOP,NOP vs. DEN,1/28/2022,L,48,105,35,90,38.9,5,34,14.7,30,33,90.9,14,29,43,23,13,14,4,19,-11
CHI,CHI @ SAS,1/28/2022,L,48,122,46,88,52.3,8,30,26.7,22,26,84.6,4,33,37,22,6,5,2,16,-9
LAC,LAC @ MIA,1/28/2022,L,48,114,41,92,44.6,9,35,25.7,23,32,71.9,9,28,37,22,13,7,3,21,-7
UTA,UTA @ MEM,1/28/2022,L,48,109,37,85,43.5,17,46,37,18,21,85.7,11,26,37,20,18,10,3,16,-10
SAS,SAS vs. CHI,1/28/2022,W,48,131,50,95,52.6,16,37,43.2,15,18,83.3,10,34,44,35,7,3,1,18,9
BOS,BOS @ ATL,1/28/2022,L,48,92,30,86,34.9,7,36,19.4,25,27,92.6,16,36,52,15,18,5,8,25,-16
CHA,CHA vs. LAL,1/28/2022,W,48,117,43,83,51.8,11,36,30.6,20,28,71.4,11,39,50,25,12,4,5,24,3
MIL,MIL vs. NYK,1/28/2022,W,48,123,41,89,46.1,14,43,32.6,27,31,87.1,11,36,47,27,13,11,1,24,15
